,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of committers,Number of bugs
34,L148,MultiMapClientProxy.java,hazelcast-client/src/main/java/com/hazelcast/client/MultiMapClientProxy.java,L113,5,0,168,86,15,0,3,0
35,L149,MultiMapEntryIterator.java,hazelcast-client/src/main/java/com/hazelcast/client/MultiMapEntryIterator.java,L113,8,0,34,575,5,0,2,0
36,L150,NoMemberAvailableException.java,hazelcast-client/src/main/java/com/hazelcast/client/NoMemberAvailableException.java,L113,1,0,9,86,4,0,3,0
37,L151,OutRunnable.java,hazelcast-client/src/main/java/com/hazelcast/client/OutRunnable.java,L113,51,0,264,1118,55,0,3,0
38,L152,Packet.java,hazelcast-client/src/main/java/com/hazelcast/client/Packet.java,L113,21,0,211,1118,28,0,3,0
39,L153,PacketHandler.java,hazelcast-client/src/main/java/com/hazelcast/client/PacketHandler.java,L113,1,0,11,86,5,0,3,0
40,L154,PacketReader.java,hazelcast-client/src/main/java/com/hazelcast/client/PacketReader.java,L113,3,0,22,1118,12,0,3,0
41,L155,PacketWriter.java,hazelcast-client/src/main/java/com/hazelcast/client/PacketWriter.java,L113,4,0,27,1118,12,0,3,0
42,L156,PartitionClientProxy.java,hazelcast-client/src/main/java/com/hazelcast/client/PartitionClientProxy.java,L113,1,0,28,575,4,0,2,0
43,L157,ProxyHelper.java,hazelcast-client/src/main/java/com/hazelcast/client/ProxyHelper.java,L113,18,0,177,1118,28,0,3,0
44,L158,QueueClientProxy.java,hazelcast-client/src/main/java/com/hazelcast/client/QueueClientProxy.java,L113,15,0,157,1118,16,0,3,0
45,L159,QueueItemIterator.java,hazelcast-client/src/main/java/com/hazelcast/client/QueueItemIterator.java,L113,4,0,36,575,1,0,1,0
46,L160,SetClientProxy.java,hazelcast-client/src/main/java/com/hazelcast/client/SetClientProxy.java,L113,3,0,42,86,10,0,3,0
47,L161,TopicClientProxy.java,hazelcast-client/src/main/java/com/hazelcast/client/TopicClientProxy.java,L113,4,0,69,1118,13,0,3,0
48,L162,TransactionClientProxy.java,hazelcast-client/src/main/java/com/hazelcast/client/TransactionClientProxy.java,L113,1,0,25,575,9,0,2,0
49,L163,ValueCollection.java,hazelcast-client/src/main/java/com/hazelcast/client/ValueCollection.java,L113,10,0,82,1118,10,0,3,0
50,L164,ValueIterator.java,hazelcast-client/src/main/java/com/hazelcast/client/ValueIterator.java,L113,2,0,23,1118,7,0,2,0
51,L796,Bind.java,hazelcast-client/src/main/java/com/hazelcast/client/cluster/Bind.java,L795,1,0,25,1118,7,0,2,0
52,L1455,SimpleMapTest.java,hazelcast-client/src/main/java/com/hazelcast/client/examples/SimpleMapTest.java,L1454,15,0,102,1118,4,0,2,0
53,L1456,TestClientApp.java,hazelcast-client/src/main/java/com/hazelcast/client/examples/TestClientApp.java,L1454,9,0,70,575,5,0,2,0
54,L2231,CollectionWrapper.java,hazelcast-client/src/main/java/com/hazelcast/client/impl/CollectionWrapper.java,L2230,3,0,43,575,6,0,3,0
55,L2232,EntryListenerManager.java,hazelcast-client/src/main/java/com/hazelcast/client/impl/EntryListenerManager.java,L2230,41,0,159,575,8,0,2,0
56,L2233,InstanceListenerManager.java,hazelcast-client/src/main/java/com/hazelcast/client/impl/InstanceListenerManager.java,L2230,5,0,56,575,5,0,2,0
57,L2234,ItemListenerManager.java,hazelcast-client/src/main/java/com/hazelcast/client/impl/ItemListenerManager.java,L2230,1,0,45,575,5,0,2,0
58,L2235,ListenerManager.java,hazelcast-client/src/main/java/com/hazelcast/client/impl/ListenerManager.java,L2230,11,0,98,1118,30,0,3,0
59,L2236,MembershipListenerManager.java,hazelcast-client/src/main/java/com/hazelcast/client/impl/MembershipListenerManager.java,L2230,5,0,41,575,5,0,2,0
60,L2237,MessageListenerManager.java,hazelcast-client/src/main/java/com/hazelcast/client/impl/MessageListenerManager.java,L2230,8,0,60,575,4,0,2,0
61,L2238,QueueItemListenerManager.java,hazelcast-client/src/main/java/com/hazelcast/client/impl/QueueItemListenerManager.java,L2230,9,0,69,575,2,0,1,0
62,L2239,Values.java,hazelcast-client/src/main/java/com/hazelcast/client/impl/Values.java,L2230,9,0,101,575,6,0,2,0
63,L170,CallTest.java,hazelcast-client/src/test/java/com/hazelcast/client/CallTest.java,L169,2,0,63,575,1,0,1,0
64,L171,ClientRunnableTest.java,hazelcast-client/src/test/java/com/hazelcast/client/ClientRunnableTest.java,L169,3,0,63,1118,7,0,3,0
65,L172,CollectionClientProxyTest.java,hazelcast-client/src/test/java/com/hazelcast/client/CollectionClientProxyTest.java,L169,1,0,60,575,6,0,2,0
66,L173,ConnectionManagerTest.java,hazelcast-client/src/test/java/com/hazelcast/client/ConnectionManagerTest.java,L169,1,0,222,1118,6,0,3,0
67,L174,CountDownItemListener.java,hazelcast-client/src/test/java/com/hazelcast/client/CountDownItemListener.java,L169,1,0,17,1118,5,0,2,0
68,L175,CountDownLatchEntryListener.java,hazelcast-client/src/test/java/com/hazelcast/client/CountDownLatchEntryListener.java,L169,1,0,26,1118,7,0,2,0
69,L176,HazelcastClientAtomicNumberTest.java,hazelcast-client/src/test/java/com/hazelcast/client/HazelcastClientAtomicNumberTest.java,L169,1,0,46,86,1,0,1,0
70,L177,HazelcastClientClusterTest.java,hazelcast-client/src/test/java/com/hazelcast/client/HazelcastClientClusterTest.java,L169,7,0,217,1118,14,0,3,0
71,L178,HazelcastClientExecutorServiceTest.java,hazelcast-client/src/test/java/com/hazelcast/client/HazelcastClientExecutorServiceTest.java,L169,8,0,193,575,26,0,2,0
72,L179,HazelcastClientIdGeneratorTest.java,hazelcast-client/src/test/java/com/hazelcast/client/HazelcastClientIdGeneratorTest.java,L169,3,0,31,1118,8,0,2,0
73,L180,HazelcastClientListTest.java,hazelcast-client/src/test/java/com/hazelcast/client/HazelcastClientListTest.java,L169,16,0,191,1118,15,0,2,0
74,L181,HazelcastClientLockTest.java,hazelcast-client/src/test/java/com/hazelcast/client/HazelcastClientLockTest.java,L169,2,0,60,1118,10,0,2,0
75,L182,HazelcastClientMapTest.java,hazelcast-client/src/test/java/com/hazelcast/client/HazelcastClientMapTest.java,L169,42,0,898,1118,41,0,4,0
76,L183,HazelcastClientMultiMapTest.java,hazelcast-client/src/test/java/com/hazelcast/client/HazelcastClientMultiMapTest.java,L169,21,0,382,1118,15,0,2,0
77,L184,HazelcastClientQueueTest.java,hazelcast-client/src/test/java/com/hazelcast/client/HazelcastClientQueueTest.java,L169,10,0,204,575,14,0,2,0
78,L185,HazelcastClientSetTest.java,hazelcast-client/src/test/java/com/hazelcast/client/HazelcastClientSetTest.java,L169,20,0,224,1118,14,0,2,0
79,L186,HazelcastClientTest.java,hazelcast-client/src/test/java/com/hazelcast/client/HazelcastClientTest.java,L169,27,0,647,1118,46,0,3,0
80,L187,HazelcastClientTestBase.java,hazelcast-client/src/test/java/com/hazelcast/client/HazelcastClientTestBase.java,L169,1,0,34,1118,3,0,1,0
81,L188,HazelcastClientTopicTest.java,hazelcast-client/src/test/java/com/hazelcast/client/HazelcastClientTopicTest.java,L169,9,0,160,1118,17,0,2,0
82,L189,HazelcastClientTransactionTest.java,hazelcast-client/src/test/java/com/hazelcast/client/HazelcastClientTransactionTest.java,L169,2,0,128,1118,8,0,2,0
83,L190,QueueItemIteratorTest.java,hazelcast-client/src/test/java/com/hazelcast/client/QueueItemIteratorTest.java,L169,2,0,48,575,1,0,1,0
84,L191,RandomStringUtils.java,hazelcast-client/src/test/java/com/hazelcast/client/RandomStringUtils.java,L169,2,0,10,1118,4,0,2,0
85,L192,SerializationTest.java,hazelcast-client/src/test/java/com/hazelcast/client/SerializationTest.java,L169,15,0,119,575,2,0,2,0
86,L193,SingleHazelcastClient.java,hazelcast-client/src/test/java/com/hazelcast/client/SingleHazelcastClient.java,L169,3,0,35,1118,1,0,1,0
87,L194,TestUtility.java,hazelcast-client/src/test/java/com/hazelcast/client/TestUtility.java,L169,3,0,28,86,21,0,3,0
88,L195,ValueCollectionTest.java,hazelcast-client/src/test/java/com/hazelcast/client/ValueCollectionTest.java,L169,1,0,156,86,4,0,3,0
89,L2241,MembershipListenerManagerTest.java,hazelcast-client/src/test/java/com/hazelcast/client/impl/MembershipListenerManagerTest.java,L2240,2,0,86,575,4,0,1,0
90,L2242,MessageListenerManagerTest.java,hazelcast-client/src/test/java/com/hazelcast/client/impl/MessageListenerManagerTest.java,L2240,2,0,65,575,4,0,1,0
91,L5876,DynamicClusterTest.java,hazelcast-client/src/test/java/com/hazelcast/client/longrunning/DynamicClusterTest.java,L5875,47,0,1029,575,27,0,3,0
92,L5877,HazelcastClientPerformanceTest.java,hazelcast-client/src/test/java/com/hazelcast/client/longrunning/HazelcastClientPerformanceTest.java,L5875,20,0,195,1118,4,0,2,0
93,L5878,SimpleMapTestFromClient.java,hazelcast-client/src/test/java/com/hazelcast/client/longrunning/SimpleMapTestFromClient.java,L5875,15,0,108,575,1,0,1,0
94,L6536,CacheEnvironment.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/CacheEnvironment.java,L6535,1,0,11,2899,1,0,1,0
95,L6537,HazelcastCacheRegionFactory.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/HazelcastCacheRegionFactory.java,L6535,3,0,69,2899,9,0,2,0
96,L6538,HazelcastClientLoader.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/HazelcastClientLoader.java,L6535,7,0,33,2899,1,0,1,0
97,L6539,HazelcastInstanceFactory.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/HazelcastInstanceFactory.java,L6535,4,0,30,2899,1,0,1,0
98,L6540,HazelcastInstanceLoader.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/HazelcastInstanceLoader.java,L6535,7,0,53,2899,2,0,1,0
99,L6541,HazelcastTimestamper.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/HazelcastTimestamper.java,L6535,3,0,24,2899,3,0,1,0
100,L6542,IHazelcastInstanceLoader.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/IHazelcastInstanceLoader.java,L6535,1,0,6,2899,1,0,1,0
101,L6555,AbstractAccessDelegate.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/access/AbstractAccessDelegate.java,L6554,1,0,50,2899,4,0,2,0
102,L6556,AccessDelegate.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/access/AccessDelegate.java,L6554,1,0,26,2899,5,0,2,0
103,L6557,NonStrictReadWriteAccessDelegate.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/access/NonStrictReadWriteAccessDelegate.java,L6554,1,0,35,2899,4,0,2,0
104,L6558,ReadOnlyAccessDelegate.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/access/ReadOnlyAccessDelegate.java,L6554,1,0,40,2899,6,0,2,0
105,L6559,ReadWriteAccessDelegate.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/access/ReadWriteAccessDelegate.java,L6554,1,0,36,2899,4,0,2,0
106,L6806,AbstractCollectionRegionAccessStrategy.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/collection/AbstractCollectionRegionAccessStrategy.java,L6805,1,0,50,1118,3,0,1,0
107,L6807,HazelcastCollectionRegion.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/collection/HazelcastCollectionRegion.java,L6805,6,0,33,2899,5,0,2,0
108,L6808,NonStrictReadWriteAccessStrategy.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/collection/NonStrictReadWriteAccessStrategy.java,L6805,1,0,7,1118,3,0,1,0
109,L6809,ReadOnlyAccessStrategy.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/collection/ReadOnlyAccessStrategy.java,L6805,1,0,7,1118,3,0,1,0
110,L6810,ReadWriteAccessStrategy.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/collection/ReadWriteAccessStrategy.java,L6805,1,0,7,1118,3,0,1,0
111,L6912,AbstractEntityRegionAccessStrategy.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/entity/AbstractEntityRegionAccessStrategy.java,L6911,1,0,64,1118,3,0,1,0
112,L6913,HazelcastEntityRegion.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/entity/HazelcastEntityRegion.java,L6911,6,0,33,2899,5,0,2,0
113,L6914,NonStrictReadWriteAccessStrategy.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/entity/NonStrictReadWriteAccessStrategy.java,L6911,1,0,7,1118,3,0,1,0
114,L6915,ReadOnlyAccessStrategy.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/entity/ReadOnlyAccessStrategy.java,L6911,1,0,7,1118,3,0,1,0
115,L6916,ReadWriteAccessStrategy.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/entity/ReadWriteAccessStrategy.java,L6911,1,0,7,1118,3,0,1,0
116,L7188,HazelcastCache.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/provider/HazelcastCache.java,L7187,3,0,80,2899,8,0,2,0
117,L7189,HazelcastCacheProvider.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/provider/HazelcastCacheProvider.java,L7187,3,0,44,2899,8,0,2,0
118,L7265,HazelcastQueryResultsRegion.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/query/HazelcastQueryResultsRegion.java,L7264,1,0,9,2899,4,0,2,0
119,L7275,AbstractGeneralRegion.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/region/AbstractGeneralRegion.java,L7274,1,0,21,2899,4,0,2,0
120,L7276,AbstractHazelcastRegion.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/region/AbstractHazelcastRegion.java,L7274,3,0,56,2899,8,0,2,0
121,L7277,AbstractTransactionalDataRegion.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/region/AbstractTransactionalDataRegion.java,L7274,1,0,18,2899,4,0,2,0
122,L7278,HazelcastRegion.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/region/HazelcastRegion.java,L7274,1,0,6,1118,3,0,1,0
123,L7330,HazelcastTimestampsRegion.java,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/timestamp/HazelcastTimestampsRegion.java,L7329,1,0,9,2899,4,0,2,0
124,L6548,CacheProviderDefaultTest.java,hazelcast-hibernate/src/test/java/com/hazelcast/hibernate/CacheProviderDefaultTest.java,L6547,1,0,19,1118,2,0,2,0
125,L6549,CustomPropertiesTest.java,hazelcast-hibernate/src/test/java/com/hazelcast/hibernate/CustomPropertiesTest.java,L6547,1,0,74,1118,2,0,2,0
126,L6550,HibernateStatisticsTestSupport.java,hazelcast-hibernate/src/test/java/com/hazelcast/hibernate/HibernateStatisticsTestSupport.java,L6547,10,0,141,2899,2,0,1,0
127,L6551,HibernateTestSupport.java,hazelcast-hibernate/src/test/java/com/hazelcast/hibernate/HibernateTestSupport.java,L6547,4,0,51,2899,2,0,1,0
128,L6552,RegionFactoryDefaultTest.java,hazelcast-hibernate/src/test/java/com/hazelcast/hibernate/RegionFactoryDefaultTest.java,L6547,1,0,18,1118,2,0,2,0
129,L6918,DummyEntity.java,hazelcast-hibernate/src/test/java/com/hazelcast/hibernate/entity/DummyEntity.java,L6917,1,0,49,2899,1,0,1,0
130,L7427,MapStatsPanelTest.java,hazelcast-monitor/src/test/java/com/hazelcast/monitor/MapStatsPanelTest.java,L7426,1,0,156,1118,5,0,2,0
131,L7497,OnValueChangeHandlerTest.java,hazelcast-monitor/src/test/java/com/hazelcast/monitor/client/OnValueChangeHandlerTest.java,L7496,1,0,30,575,2,0,1,0
132,L8934,HazelcastServiceImplTest.java,hazelcast-monitor/src/test/java/com/hazelcast/monitor/server/HazelcastServiceImplTest.java,L8933,1,0,97,575,2,0,1,0
133,L7456,AbstractMonitoringPanel.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/AbstractMonitoringPanel.java,L7455,8,0,80,575,5,0,1,0
134,L7457,AddClusterClickHandler.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/AddClusterClickHandler.java,L7455,2,0,53,86,8,0,2,0
135,L7458,ClusterView.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/ClusterView.java,L7455,1,0,53,575,2,0,1,0
136,L7459,ClusterWidgets.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/ClusterWidgets.java,L7455,15,0,151,86,10,0,2,0
137,L7460,ConfigLink.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/ConfigLink.java,L7455,1,0,24,575,1,0,1,0
138,L7461,ConnectionExceptoin.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/ConnectionExceptoin.java,L7455,1,0,9,575,2,0,1,0
139,L7462,HazelcastMonitor.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/HazelcastMonitor.java,L7455,4,0,133,86,18,0,2,0
140,L7463,HazelcastService.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/HazelcastService.java,L7455,1,0,14,575,2,0,1,0
141,L7464,HazelcastServiceAsync.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/HazelcastServiceAsync.java,L7455,1,0,13,575,2,0,1,0
142,L7465,InstanceChartPanel.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/InstanceChartPanel.java,L7455,4,0,46,575,3,0,1,0
143,L7466,InstancePanel.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/InstancePanel.java,L7455,8,0,79,86,5,0,2,0
144,L7467,InstanceStatsPanel.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/InstanceStatsPanel.java,L7455,5,0,44,575,1,0,1,0
145,L7468,InstanceType.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/InstanceType.java,L7455,1,0,5,575,1,0,1,0
146,L7469,InstanceWidgets.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/InstanceWidgets.java,L7455,1,0,13,575,1,0,1,0
147,L7470,MapBrowserPanel.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/MapBrowserPanel.java,L7455,14,0,103,575,8,0,1,0
148,L7471,MapChartPanel.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/MapChartPanel.java,L7455,1,0,13,575,7,0,1,0
149,L7472,MapEntry.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/MapEntry.java,L7455,1,0,93,575,4,0,2,0
150,L7473,MapEntryOwnerShipPanel.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/MapEntryOwnerShipPanel.java,L7455,1,0,49,575,4,0,1,0
151,L7474,MapEntrySetBrowserPanel.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/MapEntrySetBrowserPanel.java,L7455,4,0,71,86,1,0,1,0
152,L7475,MapPageBuilder.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/MapPageBuilder.java,L7455,1,0,22,86,3,0,2,0
153,L7476,MapService.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/MapService.java,L7455,1,0,8,86,3,0,2,0
154,L7477,MapServiceAsync.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/MapServiceAsync.java,L7455,1,0,6,86,3,0,2,0
155,L7478,MapStatsPanel.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/MapStatsPanel.java,L7455,1,0,16,575,7,0,1,0
156,L7479,MapThroughputPanel.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/MapThroughputPanel.java,L7455,2,0,37,575,6,0,1,0
157,L7480,MapTimesPanel.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/MapTimesPanel.java,L7455,1,0,41,575,8,0,1,0
158,L7481,MemberPanel.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/MemberPanel.java,L7455,6,0,82,575,2,0,1,0
159,L7482,MembersPageBuilder.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/MembersPageBuilder.java,L7455,1,0,9,575,2,0,1,0
160,L7483,MonitoringPanel.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/MonitoringPanel.java,L7455,1,0,8,575,3,0,1,0
161,L7484,OnValueChangeHandler.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/OnValueChangeHandler.java,L7455,2,0,31,575,3,0,1,0
162,L7485,PageBuilder.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/PageBuilder.java,L7455,1,0,7,575,1,0,1,0
163,L7486,PanelUtils.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/PanelUtils.java,L7455,3,0,21,575,2,0,1,0
164,L7487,PartitionsPageBuilder.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/PartitionsPageBuilder.java,L7455,1,0,9,575,1,0,1,0
165,L7488,PartitionsPanel.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/PartitionsPanel.java,L7455,3,0,52,575,6,0,1,0
166,L7489,QueueChartPanel.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/QueueChartPanel.java,L7455,1,0,13,575,1,0,1,0
167,L7490,QueuePageBuilder.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/QueuePageBuilder.java,L7455,1,0,13,575,1,0,1,0
168,L7491,QueueStatsPanel.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/QueueStatsPanel.java,L7455,5,0,48,575,1,0,1,0
169,L7492,RefreshTimer.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/RefreshTimer.java,L7455,5,0,54,575,3,0,1,0
170,L7493,RegisterEventCallBack.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/RegisterEventCallBack.java,L7455,3,0,20,575,4,0,1,0
171,L7494,ServicesFactory.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/ServicesFactory.java,L7455,1,0,14,575,2,0,1,0
172,L7495,ToolTip.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/client/ToolTip.java,L7455,1,0,29,575,2,0,1,0
173,L8927,HazelcastServiceImpl.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/server/HazelcastServiceImpl.java,L8926,10,0,102,575,10,0,1,0
174,L8928,InstanceChartGenerator.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/server/InstanceChartGenerator.java,L8926,9,0,96,575,3,0,1,0
175,L8929,MapServiceImpl.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/server/MapServiceImpl.java,L8926,7,0,73,575,8,0,2,0
176,L8930,MChartGenerator.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/server/MChartGenerator.java,L8926,3,0,48,575,1,0,1,0
177,L8931,QChartGenerator.java,hazelcast-monitor/src/main/java/com/hazelcast/monitor/server/QChartGenerator.java,L8926,1,0,15,575,1,0,1,0
