,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of committers,Number of developer commits,Number of bugs
46,L10732,Graph.java,tool/src/org/antlr/v4/misc/Graph.java,L10729,10,0,56,0,8,2,1843,0
47,L10733,MutableInt.java,tool/src/org/antlr/v4/misc/MutableInt.java,L10729,1,0,14,0,11,2,1843,0
48,L10734,OrderedHashMap.java,tool/src/org/antlr/v4/misc/OrderedHashMap.java,L10729,1,0,23,0,4,1,1843,0
49,L10735,Utils.java,tool/src/org/antlr/v4/misc/Utils.java,L10729,22,0,117,0,36,2,1843,0
50,L10989,ActionSplitterListener.java,tool/src/org/antlr/v4/parse/ActionSplitterListener.java,L10988,1,0,11,0,13,1,1843,0
51,L10990,GrammarASTAdaptor.java,tool/src/org/antlr/v4/parse/GrammarASTAdaptor.java,L10988,4,0,43,0,22,2,1843,0
52,L10991,ResyncToEndOfRuleBlock.java,tool/src/org/antlr/v4/parse/ResyncToEndOfRuleBlock.java,L10988,1,0,3,0,5,1,1843,0
53,L10992,ScopeParser.java,tool/src/org/antlr/v4/parse/ScopeParser.java,L10988,59,0,204,0,19,2,1300,0
54,L10993,TokenVocabParser.java,tool/src/org/antlr/v4/parse/TokenVocabParser.java,L10988,8,0,81,0,21,2,1300,0
55,L10994,ToolANTLRLexer.java,tool/src/org/antlr/v4/parse/ToolANTLRLexer.java,L10988,1,0,16,0,2,1,1843,0
56,L10995,ToolANTLRParser.java,tool/src/org/antlr/v4/parse/ToolANTLRParser.java,L10988,4,0,43,0,15,2,1300,0
57,L10996,v3TreeGrammarException.java,tool/src/org/antlr/v4/parse/v3TreeGrammarException.java,L10988,1,0,9,0,3,1,1843,0
58,L10997,v4ParserException.java,tool/src/org/antlr/v4/parse/v4ParserException.java,L10988,1,0,11,0,10,2,1843,0
59,L11229,ActionSniffer.java,tool/src/org/antlr/v4/semantics/ActionSniffer.java,L11228,3,0,70,0,12,2,1843,0
60,L11230,AttributeChecks.java,tool/src/org/antlr/v4/semantics/AttributeChecks.java,L11228,35,0,200,0,48,2,1300,0
61,L11231,BasicSemanticChecks.java,tool/src/org/antlr/v4/semantics/BasicSemanticChecks.java,L11228,74,0,406,0,88,2,1300,0
62,L11232,BlankActionSplitterListener.java,tool/src/org/antlr/v4/semantics/BlankActionSplitterListener.java,L11228,1,0,36,0,11,2,1843,0
63,L11233,RuleCollector.java,tool/src/org/antlr/v4/semantics/RuleCollector.java,L11228,8,0,84,0,13,2,1300,0
64,L11234,SemanticPipeline.java,tool/src/org/antlr/v4/semantics/SemanticPipeline.java,L11228,32,0,144,0,67,2,1843,0
65,L11235,SymbolChecks.java,tool/src/org/antlr/v4/semantics/SymbolChecks.java,L11228,42,0,203,0,48,2,1300,1
66,L11236,SymbolCollector.java,tool/src/org/antlr/v4/semantics/SymbolCollector.java,L11228,5,0,130,0,23,2,1300,0
67,L11237,UseDefAnalyzer.java,tool/src/org/antlr/v4/semantics/UseDefAnalyzer.java,L11228,7,0,77,0,19,1,1843,0
68,L12419,Alternative.java,tool/src/org/antlr/v4/tool/Alternative.java,L12418,25,0,92,0,32,2,1300,0
69,L12420,ANTLRMessage.java,tool/src/org/antlr/v4/tool/ANTLRMessage.java,L12418,2,0,53,0,5,2,1300,0
70,L12421,ANTLRToolListener.java,tool/src/org/antlr/v4/tool/ANTLRToolListener.java,L12418,1,0,6,0,5,1,1843,0
71,L12422,Attribute.java,tool/src/org/antlr/v4/tool/Attribute.java,L12418,2,0,23,0,14,2,1300,0
72,L12423,AttributeDict.java,tool/src/org/antlr/v4/tool/AttributeDict.java,L12418,4,0,52,0,20,2,1300,0
73,L12424,AttributeResolver.java,tool/src/org/antlr/v4/tool/AttributeResolver.java,L12418,1,0,10,0,15,1,1843,0
74,L12425,BuildDependencyGenerator.java,tool/src/org/antlr/v4/tool/BuildDependencyGenerator.java,L12418,21,0,148,0,8,3,1843,0
75,L12426,DefaultToolListener.java,tool/src/org/antlr/v4/tool/DefaultToolListener.java,L12418,4,0,32,0,7,2,1843,0
76,L12427,DOTGenerator.java,tool/src/org/antlr/v4/tool/DOTGenerator.java,L12418,64,0,278,0,48,2,1300,0
77,L12428,ErrorManager.java,tool/src/org/antlr/v4/tool/ErrorManager.java,L12418,28,0,247,0,56,2,1300,0
78,L12429,ErrorSeverity.java,tool/src/org/antlr/v4/tool/ErrorSeverity.java,L12418,1,0,13,0,9,1,1843,0
79,L12430,ErrorType.java,tool/src/org/antlr/v4/tool/ErrorType.java,L12418,1,0,104,2,111,2,1300,1
80,L12431,Grammar.java,tool/src/org/antlr/v4/tool/Grammar.java,L12418,88,0,573,0,143,2,1300,0
81,L12432,GrammarSemanticsMessage.java,tool/src/org/antlr/v4/tool/GrammarSemanticsMessage.java,L12418,2,0,19,0,7,1,1843,0
82,L12433,GrammarSyntaxMessage.java,tool/src/org/antlr/v4/tool/GrammarSyntaxMessage.java,L12418,2,0,26,0,6,2,1843,0
83,L12434,GrammarTransformPipeline.java,tool/src/org/antlr/v4/tool/GrammarTransformPipeline.java,L12418,42,0,270,0,55,2,1300,0
84,L12435,LabelElementPair.java,tool/src/org/antlr/v4/tool/LabelElementPair.java,L12418,8,0,36,0,12,2,1843,0
85,L12436,LabelType.java,tool/src/org/antlr/v4/tool/LabelType.java,L12418,1,0,13,0,6,1,1843,0
86,L12437,LeftRecursionCyclesMessage.java,tool/src/org/antlr/v4/tool/LeftRecursionCyclesMessage.java,L12418,1,0,10,0,7,2,1300,0
87,L12438,LeftRecursiveRule.java,tool/src/org/antlr/v4/tool/LeftRecursiveRule.java,L12418,16,0,68,0,16,2,1843,0
88,L12439,LexerGrammar.java,tool/src/org/antlr/v4/tool/LexerGrammar.java,L12418,2,0,28,0,15,1,1843,0
89,L12440,Rule.java,tool/src/org/antlr/v4/tool/Rule.java,L12418,48,0,246,0,81,2,1300,0
90,L12441,ToolMessage.java,tool/src/org/antlr/v4/tool/ToolMessage.java,L12418,1,0,12,0,5,1,1843,0
91,L8753,Action.java,tool/src/org/antlr/v4/codegen/model/Action.java,L8752,3,0,44,0,20,2,1300,0
92,L8754,AddToLabelList.java,tool/src/org/antlr/v4/codegen/model/AddToLabelList.java,L8752,1,0,12,0,7,1,1843,0
93,L8755,AltBlock.java,tool/src/org/antlr/v4/codegen/model/AltBlock.java,L8752,1,0,14,0,9,1,1843,0
94,L8756,ArgAction.java,tool/src/org/antlr/v4/codegen/model/ArgAction.java,L8752,1,0,10,0,6,2,1843,0
95,L8757,BaseListenerFile.java,tool/src/org/antlr/v4/codegen/model/BaseListenerFile.java,L8752,1,0,7,0,8,2,1843,0
96,L8758,BaseVisitorFile.java,tool/src/org/antlr/v4/codegen/model/BaseVisitorFile.java,L8752,1,0,7,0,8,2,1843,0
97,L8759,CaptureNextToken.java,tool/src/org/antlr/v4/codegen/model/CaptureNextToken.java,L8752,1,0,9,0,4,1,1843,0
98,L8760,CaptureNextTokenType.java,tool/src/org/antlr/v4/codegen/model/CaptureNextTokenType.java,L8752,1,0,9,0,4,1,1843,0
99,L8761,Choice.java,tool/src/org/antlr/v4/codegen/model/Choice.java,L8752,3,0,49,0,19,2,1843,0
100,L8762,CodeBlockForAlt.java,tool/src/org/antlr/v4/codegen/model/CodeBlockForAlt.java,L8752,1,0,8,0,7,2,1843,0
101,L8763,CodeBlockForOuterMostAlt.java,tool/src/org/antlr/v4/codegen/model/CodeBlockForOuterMostAlt.java,L8752,2,0,12,0,7,2,1843,0
102,L8764,dbg.java,tool/src/org/antlr/v4/codegen/model/dbg.java,L8752,1,0,3,0,3,1,1843,0
103,L8765,DispatchMethod.java,tool/src/org/antlr/v4/codegen/model/DispatchMethod.java,L8752,1,0,7,0,8,2,1843,0
104,L8766,ExceptionClause.java,tool/src/org/antlr/v4/codegen/model/ExceptionClause.java,L8752,1,0,15,0,4,2,1843,0
105,L8767,InvokeRule.java,tool/src/org/antlr/v4/codegen/model/InvokeRule.java,L8752,6,0,61,0,26,2,1300,0
106,L8768,LabeledOp.java,tool/src/org/antlr/v4/codegen/model/LabeledOp.java,L8752,1,0,6,0,7,2,1843,0
107,L8769,LeftRecursiveRuleFunction.java,tool/src/org/antlr/v4/codegen/model/LeftRecursiveRuleFunction.java,L8752,5,0,33,0,11,2,1843,0
108,L8770,Lexer.java,tool/src/org/antlr/v4/codegen/model/Lexer.java,L8752,7,0,67,0,23,2,1843,0
109,L8771,LexerFile.java,tool/src/org/antlr/v4/codegen/model/LexerFile.java,L8752,2,0,21,0,13,2,1843,0
110,L8772,ListenerDispatchMethod.java,tool/src/org/antlr/v4/codegen/model/ListenerDispatchMethod.java,L8752,1,0,9,0,9,2,1843,0
111,L8773,ListenerFile.java,tool/src/org/antlr/v4/codegen/model/ListenerFile.java,L8752,5,0,37,0,25,2,1843,0
112,L8774,LL1AltBlock.java,tool/src/org/antlr/v4/codegen/model/LL1AltBlock.java,L8752,1,0,16,0,12,1,1843,0
113,L8775,LL1Choice.java,tool/src/org/antlr/v4/codegen/model/LL1Choice.java,L8752,1,0,13,0,8,1,1843,0
114,L8776,LL1Loop.java,tool/src/org/antlr/v4/codegen/model/LL1Loop.java,L8752,3,0,30,0,14,2,1843,0
115,L8777,LL1OptionalBlock.java,tool/src/org/antlr/v4/codegen/model/LL1OptionalBlock.java,L8752,1,0,9,0,7,1,1843,0
116,L8778,LL1OptionalBlockSingleAlt.java,tool/src/org/antlr/v4/codegen/model/LL1OptionalBlockSingleAlt.java,L8752,1,0,25,0,11,1,1843,0
117,L8779,LL1PlusBlock.java,tool/src/org/antlr/v4/codegen/model/LL1PlusBlock.java,L8752,2,0,35,0,19,2,1843,0
118,L8780,LL1PlusBlockSingleAlt.java,tool/src/org/antlr/v4/codegen/model/LL1PlusBlockSingleAlt.java,L8752,1,0,19,0,12,1,1843,0
119,L8781,LL1StarBlock.java,tool/src/org/antlr/v4/codegen/model/LL1StarBlock.java,L8752,1,0,28,0,12,1,1843,0
120,L8782,LL1StarBlockSingleAlt.java,tool/src/org/antlr/v4/codegen/model/LL1StarBlockSingleAlt.java,L8752,1,0,18,0,11,1,1843,0
121,L8783,Loop.java,tool/src/org/antlr/v4/codegen/model/Loop.java,L8752,4,0,24,0,13,2,1843,0
122,L8784,MatchNotSet.java,tool/src/org/antlr/v4/codegen/model/MatchNotSet.java,L8752,1,0,9,0,6,2,1843,0
123,L8785,MatchSet.java,tool/src/org/antlr/v4/codegen/model/MatchSet.java,L8752,1,0,18,0,4,1,1843,0
124,L8786,MatchToken.java,tool/src/org/antlr/v4/codegen/model/MatchToken.java,L8752,1,0,26,0,16,2,1843,0
125,L8787,ModelElement.java,tool/src/org/antlr/v4/codegen/model/ModelElement.java,L8752,1,0,6,0,3,1,1843,0
126,L8788,OptionalBlock.java,tool/src/org/antlr/v4/codegen/model/OptionalBlock.java,L8752,1,0,12,0,7,1,1843,0
127,L8789,OutputFile.java,tool/src/org/antlr/v4/codegen/model/OutputFile.java,L8752,1,0,20,0,5,2,1843,0
128,L8790,OutputModelObject.java,tool/src/org/antlr/v4/codegen/model/OutputModelObject.java,L8752,1,0,13,0,11,2,1843,0
129,L8791,Parser.java,tool/src/org/antlr/v4/codegen/model/Parser.java,L8752,7,0,68,0,35,2,1843,0
130,L8792,ParserFile.java,tool/src/org/antlr/v4/codegen/model/ParserFile.java,L8752,2,0,21,0,16,2,1843,0
131,L8793,PlusBlock.java,tool/src/org/antlr/v4/codegen/model/PlusBlock.java,L8752,1,0,22,0,15,2,1843,0
132,L8794,RuleActionFunction.java,tool/src/org/antlr/v4/codegen/model/RuleActionFunction.java,L8752,1,0,17,0,3,1,1843,0
133,L8795,RuleElement.java,tool/src/org/antlr/v4/codegen/model/RuleElement.java,L8752,3,0,10,0,8,2,1843,0
134,L8796,RuleFunction.java,tool/src/org/antlr/v4/codegen/model/RuleFunction.java,L8752,43,0,314,0,53,2,1843,0
135,L8797,RuleSempredFunction.java,tool/src/org/antlr/v4/codegen/model/RuleSempredFunction.java,L8752,1,0,8,0,2,1,1843,0
136,L8798,SemPred.java,tool/src/org/antlr/v4/codegen/model/SemPred.java,L8752,5,0,36,0,20,2,1843,0
137,L8799,SerializedATN.java,tool/src/org/antlr/v4/codegen/model/SerializedATN.java,L8752,3,0,19,0,15,2,1843,1
138,L8800,SrcOp.java,tool/src/org/antlr/v4/codegen/model/SrcOp.java,L8752,7,0,34,0,12,2,1843,0
139,L8801,StarBlock.java,tool/src/org/antlr/v4/codegen/model/StarBlock.java,L8752,1,0,18,0,15,2,1843,0
140,L8802,Sync.java,tool/src/org/antlr/v4/codegen/model/Sync.java,L8752,1,0,16,0,8,1,1843,0
141,L8803,TestSetInline.java,tool/src/org/antlr/v4/codegen/model/TestSetInline.java,L8752,9,0,39,0,9,2,1843,0
142,L8804,ThrowEarlyExitException.java,tool/src/org/antlr/v4/codegen/model/ThrowEarlyExitException.java,L8752,1,0,9,0,7,1,1843,0
143,L8805,ThrowNoViableAlt.java,tool/src/org/antlr/v4/codegen/model/ThrowNoViableAlt.java,L8752,1,0,11,0,7,1,1843,0
144,L8806,ThrowRecognitionException.java,tool/src/org/antlr/v4/codegen/model/ThrowRecognitionException.java,L8752,1,0,16,0,8,1,1843,0
145,L8807,VisitorDispatchMethod.java,tool/src/org/antlr/v4/codegen/model/VisitorDispatchMethod.java,L8752,1,0,7,0,12,2,1843,0
146,L8808,VisitorFile.java,tool/src/org/antlr/v4/codegen/model/VisitorFile.java,L8752,5,0,37,0,11,2,1843,0
147,L12543,ActionAST.java,tool/src/org/antlr/v4/tool/ast/ActionAST.java,L12542,1,0,20,0,5,2,1300,0
148,L12544,AltAST.java,tool/src/org/antlr/v4/tool/ast/AltAST.java,L12542,1,0,23,0,16,2,1300,0
149,L12545,BlockAST.java,tool/src/org/antlr/v4/tool/ast/BlockAST.java,L12542,1,0,21,0,9,2,1300,0
150,L12546,GrammarAST.java,tool/src/org/antlr/v4/tool/ast/GrammarAST.java,L12542,28,0,162,0,19,2,1300,0
151,L12547,GrammarASTErrorNode.java,tool/src/org/antlr/v4/tool/ast/GrammarASTErrorNode.java,L12542,1,0,20,0,3,2,1843,0
152,L12548,GrammarASTVisitor.java,tool/src/org/antlr/v4/tool/ast/GrammarASTVisitor.java,L12542,1,0,17,0,11,2,1300,0
153,L12549,GrammarASTWithOptions.java,tool/src/org/antlr/v4/tool/ast/GrammarASTWithOptions.java,L12542,9,0,52,0,12,2,1300,0
154,L12550,GrammarRootAST.java,tool/src/org/antlr/v4/tool/ast/GrammarRootAST.java,L12542,8,0,66,0,15,2,1300,0
155,L12551,NotAST.java,tool/src/org/antlr/v4/tool/ast/NotAST.java,L12542,1,0,14,0,7,2,1300,0
156,L12552,OptionalBlockAST.java,tool/src/org/antlr/v4/tool/ast/OptionalBlockAST.java,L12542,1,0,21,0,9,2,1300,0
157,L12553,PlusBlockAST.java,tool/src/org/antlr/v4/tool/ast/PlusBlockAST.java,L12542,1,0,21,0,9,2,1300,0
158,L12554,PredAST.java,tool/src/org/antlr/v4/tool/ast/PredAST.java,L12542,1,0,14,0,6,2,1300,0
159,L12555,QuantifierAST.java,tool/src/org/antlr/v4/tool/ast/QuantifierAST.java,L12542,1,0,4,0,3,1,1300,0
160,L12556,RangeAST.java,tool/src/org/antlr/v4/tool/ast/RangeAST.java,L12542,1,0,14,0,7,2,1300,0
161,L12557,RuleAST.java,tool/src/org/antlr/v4/tool/ast/RuleAST.java,L12542,5,0,37,0,9,2,1300,0
162,L12558,RuleElementAST.java,tool/src/org/antlr/v4/tool/ast/RuleElementAST.java,L12542,1,0,3,0,5,2,1300,0
163,L12559,RuleRefAST.java,tool/src/org/antlr/v4/tool/ast/RuleRefAST.java,L12542,1,0,20,0,8,2,1300,0
164,L12560,SetAST.java,tool/src/org/antlr/v4/tool/ast/SetAST.java,L12542,1,0,14,0,7,2,1300,0
165,L12561,StarBlockAST.java,tool/src/org/antlr/v4/tool/ast/StarBlockAST.java,L12542,1,0,21,0,9,2,1300,0
166,L12562,TerminalAST.java,tool/src/org/antlr/v4/tool/ast/TerminalAST.java,L12542,1,0,14,0,5,2,1300,0
167,L13654,LexerInterpreter.java,tool/src/org/antlr/v4/tool/interp/LexerInterpreter.java,L13653,1,0,78,0,24,2,1843,0
168,L13655,ParserInterpreter.java,tool/src/org/antlr/v4/tool/interp/ParserInterpreter.java,L13653,4,0,90,0,20,2,1300,0
169,L8960,ActionChunk.java,tool/src/org/antlr/v4/codegen/model/chunk/ActionChunk.java,L8959,1,0,9,0,5,2,1843,0
170,L8961,ActionTemplate.java,tool/src/org/antlr/v4/codegen/model/chunk/ActionTemplate.java,L8959,1,0,10,0,8,2,1843,0
171,L8962,ActionText.java,tool/src/org/antlr/v4/codegen/model/chunk/ActionText.java,L8959,1,0,9,0,5,2,1843,0
172,L8963,ArgRef.java,tool/src/org/antlr/v4/codegen/model/chunk/ArgRef.java,L8959,1,0,7,0,5,2,1843,0
173,L8964,DefaultLexerSuperClass.java,tool/src/org/antlr/v4/codegen/model/chunk/DefaultLexerSuperClass.java,L8959,1,0,4,0,5,2,1843,0
174,L8965,DefaultParserSuperClass.java,tool/src/org/antlr/v4/codegen/model/chunk/DefaultParserSuperClass.java,L8959,1,0,4,0,5,2,1843,0
175,L8966,LabelRef.java,tool/src/org/antlr/v4/codegen/model/chunk/LabelRef.java,L8959,1,0,9,0,5,2,1843,0
176,L8967,ListLabelRef.java,tool/src/org/antlr/v4/codegen/model/chunk/ListLabelRef.java,L8959,1,0,5,0,5,2,1843,0
177,L8968,LocalRef.java,tool/src/org/antlr/v4/codegen/model/chunk/LocalRef.java,L8959,1,0,9,0,5,2,1843,0
178,L8969,NonLocalAttrRef.java,tool/src/org/antlr/v4/codegen/model/chunk/NonLocalAttrRef.java,L8959,1,0,13,0,5,2,1843,0
179,L8970,QRetValueRef.java,tool/src/org/antlr/v4/codegen/model/chunk/QRetValueRef.java,L8959,1,0,9,0,5,2,1843,0
180,L8971,RetValueRef.java,tool/src/org/antlr/v4/codegen/model/chunk/RetValueRef.java,L8959,1,0,9,0,5,2,1843,0
181,L8972,RulePropertyRef.java,tool/src/org/antlr/v4/codegen/model/chunk/RulePropertyRef.java,L8959,1,0,9,0,5,2,1843,0
182,L8973,RulePropertyRef_ctx.java,tool/src/org/antlr/v4/codegen/model/chunk/RulePropertyRef_ctx.java,L8959,1,0,7,0,5,2,1843,0
183,L8974,RulePropertyRef_start.java,tool/src/org/antlr/v4/codegen/model/chunk/RulePropertyRef_start.java,L8959,1,0,7,0,5,2,1843,0
184,L8975,RulePropertyRef_stop.java,tool/src/org/antlr/v4/codegen/model/chunk/RulePropertyRef_stop.java,L8959,1,0,7,0,5,2,1843,0
185,L8976,RulePropertyRef_text.java,tool/src/org/antlr/v4/codegen/model/chunk/RulePropertyRef_text.java,L8959,1,0,7,0,5,2,1843,0
186,L8977,SetAttr.java,tool/src/org/antlr/v4/codegen/model/chunk/SetAttr.java,L8959,1,0,13,0,5,2,1843,0
187,L8978,SetNonLocalAttr.java,tool/src/org/antlr/v4/codegen/model/chunk/SetNonLocalAttr.java,L8959,1,0,15,0,5,2,1843,0
188,L8979,ThisRulePropertyRef_ctx.java,tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_ctx.java,L8959,1,0,7,0,5,2,1843,0
189,L8980,ThisRulePropertyRef_start.java,tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_start.java,L8959,1,0,7,0,5,2,1843,0
190,L8981,ThisRulePropertyRef_stop.java,tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_stop.java,L8959,1,0,7,0,5,2,1843,0
191,L8982,ThisRulePropertyRef_text.java,tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_text.java,L8959,1,0,7,0,5,2,1843,0
192,L8983,TokenPropertyRef.java,tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef.java,L8959,1,0,9,0,5,2,1843,0
193,L8984,TokenPropertyRef_channel.java,tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_channel.java,L8959,1,0,7,0,5,2,1843,0
194,L8985,TokenPropertyRef_index.java,tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_index.java,L8959,1,0,7,0,5,2,1843,0
195,L8986,TokenPropertyRef_int.java,tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_int.java,L8959,1,0,7,0,5,2,1843,0
196,L8987,TokenPropertyRef_line.java,tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_line.java,L8959,1,0,7,0,5,2,1843,0
197,L8988,TokenPropertyRef_pos.java,tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_pos.java,L8959,1,0,7,0,5,2,1843,0
198,L8989,TokenPropertyRef_text.java,tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_text.java,L8959,1,0,7,0,5,2,1843,0
199,L8990,TokenPropertyRef_type.java,tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_type.java,L8959,1,0,7,0,5,2,1843,0
200,L8991,TokenRef.java,tool/src/org/antlr/v4/codegen/model/chunk/TokenRef.java,L8959,1,0,9,0,5,2,1843,0
201,L9140,AltLabelStructDecl.java,tool/src/org/antlr/v4/codegen/model/decl/AltLabelStructDecl.java,L9139,5,0,40,0,23,2,1843,0
202,L9141,AttributeDecl.java,tool/src/org/antlr/v4/codegen/model/decl/AttributeDecl.java,L9139,1,0,7,0,5,1,1843,0
203,L9142,CodeBlock.java,tool/src/org/antlr/v4/codegen/model/decl/CodeBlock.java,L9139,6,0,43,0,5,1,1843,0
204,L9143,ContextGetterDecl.java,tool/src/org/antlr/v4/codegen/model/decl/ContextGetterDecl.java,L9139,4,0,20,0,10,2,1843,0
205,L9144,ContextRuleGetterDecl.java,tool/src/org/antlr/v4/codegen/model/decl/ContextRuleGetterDecl.java,L9139,1,0,9,0,9,2,1843,0
