,degree_sum,betweenness_sum,closeness_sum,Developers,clustering_sum,eigenvector_sum,pagerank_sum,hubs_sum,Number of Hubs,bug_probability,committer,len_developers,filename
4052,-1.2201641024965526,-0.7032892923768178,-1.6976710147976346,-1.8971133182414368,-2.3830036696246344,-1.4474311674695968,-1.2044569371185108,-1.447433530566155,-0.9808265863486152,-13.815510557964275,['riking' 'TfT_02' 'GJ' 'NuclearW'],4,src/main/java/com/gmail/nossr50/commands/experience/AddxpCommand.java
2845,-0.7470797089658866,-0.7180388223655183,-1.2296948690485907,-1.4170618947951519,-1.9172788756448056,-0.8434909764431472,-0.7751724169316834,-0.8434896511134061,-0.4054636081092894,-6.374437992045205,"['laa' 'Ilia Naryzhny' ""Luigi Dell'Aquila"" 'Matan Shukry' 'Tglman' 'lvca'
 'tglman' 'enisher' 'Andrey Lomakin']",9,server/src/main/java/com/orientechnologies/orient/server/network/protocol/binary/OAsyncCommandResultListener.java
792,-1.1785332141651728,-0.6250377949902179,-1.4592244080810057,-1.5639707605909787,-1.6830142573226676,-1.2771167920064035,-1.1687428828198294,-1.2771185835297232,-1.0986092886726098,-7.2499359764887945,"['Ali' 'Ensar Basri Kahveci' 'Asım Arslan' 'sancar' 'dbrimley'
 'ahmetmircik' 'Mehmet Dogan' 'mustafa sancar koyunlu' 'Peter Veentjer'
 'Burak Emre Kabakcı']",10,hazelcast/src/main/java/com/hazelcast/client/impl/client/ClientPortableHook.java
5687,-1.6065920156293232,-0.7525515329701011,-1.9966434623495568,-2.151753603296442,-2.748328360686389,-1.8490927293349424,-1.5163166243063781,-1.8490958505358257,-1.321752089989351,-13.815510557964275,['talip' 'Mehmet Dogan' 'enesakar' 'Fuad Malikov' 'sancar' 'Enes Akar'],6,hazelcast-hibernate/src/main/java/com/hazelcast/hibernate/region/HazelcastCollectionRegion.java
274,-1.7360118115371257,-1.04285037342941,-2.1512204169719995,-2.3513647572186023,-2.8495392860581052,-1.9889537133543032,-1.7074265149751324,-1.9889587687580312,-0.8472955270565926,-6.905756277316967,['Phillip Verheyden' 'Andre Azzolini' 'Jeff Fischer'],3,common/src/main/java/org/broadleafcommerce/common/extensibility/jpa/convert/inheritance/SingleTableInheritanceInfo.java
475,-1.4012638425734687,-0.620224617548492,-1.7578586218837473,-1.945903149079813,-2.3381093149347154,-1.6177234868976458,-1.3690888418440113,-1.6177260374097686,-0.8472955270565926,-6.905756277316967,['Phillip Verheyden' 'Andre Azzolini' 'Priyesh Patel' 'Brian Polster'],4,core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/order/domain/OrderItemQualifierImpl.java
3656,-1.4588977890805914,-1.4936272766031689,-1.6417176422863269,-1.7047425922535502,-1.8155586146621343,-1.5145647869794423,-1.471863604486194,-1.5145614660774014,-1.163147609810801,-13.815510557964275,"['Johannes Mockenhaupt' 'Chris Vest' 'Chris Leishman' 'Davide Grohmann'
 'Mattias Persson' 'Tobias Lindaaker' 'rickardoberg']",7,community/kernel/src/main/java/org/neo4j/kernel/impl/store/StoreFactory.java
4285,-2.074231396033655,-1.6471348638048529,-2.5062019754044904,-2.6625734937948407,-2.747290149134795,-2.1499983078213254,-2.0988799328440555,-2.1500006026613465,-1.6094329124466005,-13.815510557964275,['dbrimley' 'ahmetmircik' 'Peter Veentjer' 'Mesut Celik'],4,hazelcast/src/test/java/com/hazelcast/multimap/standalone/SimpleMultiMapTest.java
4907,-1.067258851380853,-0.5080753228998609,-1.3122591451045555,-1.4350803252981426,-1.7671895947096596,-1.2187875071720986,-1.05316457126016,-1.2187924778002022,-0.559614037936954,-13.815510557964275,"['Andre Azzolini' 'Elbert Bautista' 'Priyesh Patel' 'jefffischer'
 'Brian Polster' 'Jeff Fischer']",6,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/PersistencePerspectiveItem.java
5422,-3.020117407014486,-2.073651883287665,-4.398142478347841,-13.815510557964275,-8.852536162138467,-3.527167352281256,-2.971900661046897,-3.5271646621938104,-2.7725727223677796,-13.815510557964275,['Mattias Persson'],1,community/kernel/src/test/java/org/neo4j/helpers/ArrayUtilTest.java
3402,-0.7125632272034399,-0.5485348871006853,-0.7749834494357221,-0.8109279662188601,-0.8791739671568233,-0.7601990026037501,-0.7204083204987521,-0.7601995534576066,-0.6931451805619453,-13.815510557964275,['Victor Woeltjen' 'harleigh' 'Dan Berrios' 'Peter B. Tran' 'nshi'],5,fastPlotViews/src/main/java/gov/nasa/arc/mct/fastplot/PlotViewProvider.java
24,-0.18721033620652056,-0.0030065180524099003,-0.7165953378430773,-0.91628823187728,-1.058604071705623,-0.4287582781603545,-0.20378932678970252,-0.428757345483979,9.999994999180668e-07,-2.4129219835585918,['nostra13' 'Sergey Tarasevich' 'Sherif elKhatib'],3,library/src/com/nostra13/universalimageloader/utils/StorageUtils.java
5630,-1.0261544191339995,-0.4748441465223775,-1.4366015445492366,-1.5198211823262908,-1.5270420576102606,-1.2494924932328273,-0.9900271179768271,-1.249495568643063,-0.6931451805619453,-13.815510557964275,"['David Saff' 'Brett Chabot' 'Tibor Digana' 'Mark Michaelis'
 'Kevin Cooney' 'Arjan Wulder' 'KentBeck' 'dsaff']",8,src/test/java/org/junit/tests/junit3compatibility/JUnit38ClassRunnerTest.java
2226,-0.2419123803128008,-0.05536509740823995,-0.4920524465379994,-0.6061339702386628,-0.4196062988863871,-0.34784841732832794,-0.2159402662129015,-0.3478472163278649,9.999994999180668e-07,-5.4254568216002514,"['Trustin Lee' 'Frederic Bregier' 'fbregier' 'Norman Maurer' 'Luke Wood'
 'norman' 'Frédéric Brégier']",7,handler/src/main/java/io/netty/handler/traffic/ChannelTrafficShapingHandler.java
2998,-4.5080177272624935,-13.815510557964275,-3.805002754723168,-13.815510557964275,-1.6963325729171734,-3.730609998142416,-4.723943741685993,-3.7306158422096765,-13.815510557964275,-13.815510557964275,['Louis Ryan'],1,microbench/src/main/java/io/netty/microbench/buffer/ByteBufAllocatorBenchmark.java
446,-0.8367357913513374,-0.2389179905847547,-1.1135406660568945,-1.2527594685014931,-1.6606301332187616,-1.0066456710039595,-0.8149110282145944,-1.0066493785874333,-0.33647083662219285,-5.5202106987110025,"['Brian Polster' 'Phillip Verheyden' 'Priyesh Patel' 'Andre Azzolini'
 'Elbert Bautista' 'jefffischer' 'Jeff Fischer']",7,core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/offer/service/processor/FulfillmentGroupOfferProcessorImpl.java
5191,-0.7651185309336129,-0.14395312181602155,-1.5002611767936471,-2.1972155773767192,-3.954667235053479,-1.183168322669819,-0.7167215969357883,-1.183166105782434,9.999994999180668e-07,-13.815510557964275,['Matthias Broecheler' 'Dan LaRocque'],2,titan-hbase-parent/titan-hbase-core/src/test/java/com/thinkaurelius/titan/graphdb/hbase/HBaseOperationCountingTest.java
4806,-0.4470125473858956,-0.1838843408105518,-0.788428519092631,-1.0986092886726098,-1.5041816857039496,-0.5525704735603336,-0.4378390716002355,-0.5525695248507623,-0.6931451805619453,-13.815510557964275,['Sam Harwell' 'Terence Parr' 'parrt'],3,tool/playground/TestR.java
4879,-1.1670118031682897,-0.903664142794123,-2.5903490708396237,-13.815510557964275,-4.9332487852138085,-1.4581183345108732,-1.1529140019432698,-1.45811393043044,-0.6931451805619453,-13.815510557964275,['Norman Maurer'],1,transport-native-epoll/src/main/java/io/netty/channel/epoll/EpollDomainSocketChannel.java
1620,-13.815510557964275,-13.815510545707411,-13.815510557964275,-13.815510557964275,-13.815510557964275,-13.815510557964275,-13.815510557964275,-13.815510557964275,,-4.744817134975243,['Jan Kotek'],1,src/main/java/org/mapdb/Atomic.java
2565,-0.3324217716050855,-0.09264154283429407,-0.6162444468141409,-0.7239167767288259,-0.9266508560012462,-0.4370464653055324,-0.3335165634422207,-0.4370453772815792,9.999994999180668e-07,-6.374437992045205,"['lvca' 'laa' 'Ilia Naryzhny' 'IT' ""Luigi Dell'Aquila"" 'Tglman' 'tglman'
 'Julian Neuhaus' 'oflaschel' 'enisher' 'Davide Marqu�s' 'Artem Orobets'
 'Andrey Lomakin' 'Luca Garulli' 'ben lamothe' 'l.garulli'
 'l.garulli@gmail.com']",17,core/src/main/java/com/orientechnologies/orient/core/metadata/schema/OSchemaProxy.java
69,-0.4470125473858956,-0.1838843408105518,-0.788428519092631,-1.0986092886726098,-1.5041816857039496,-0.5525704735603336,-0.4378390716002355,-0.5525695248507623,-0.6931451805619453,-3.0445014379439197,['Terence Parr' 'Sam Harwell' 'parrt'],3,tool/src/org/antlr/v4/tool/ErrorType.java
1444,-1.1333449468866108,-0.4640087445946946,-1.5289436641712468,-1.6817531990281718,-2.2561872627494104,-1.3360567665885117,-1.0842298558803056,-1.3360600429912883,-0.7621379091920498,-7.941676132672677,"['Fuad Malikov' 'sancar' 'ahmetmircik' 'Mehmet Dogan' 'Peter Veentjer'
 'hasancelik' 'Ali Gurbuz' 'enesakar' 'talip']",9,hazelcast/src/main/java/com/hazelcast/query/impl/QueryableEntry.java
2568,-0.6351916506642522,-0.5785723141264908,-1.1123694692202326,-1.1939191684778796,-1.818394250379069,-0.7596636095889165,-0.6573838715848945,-0.7596622682095752,-0.4054636081092894,-7.066998688987152,"['lvca' 'laa' 'IT' ""Luigi Dell'Aquila"" 'Tglman' 'tglman' 'henryzhao81'
 'w3aponx' 'Artem Orobets' 'Andrey Lomakin' 'l.garulli']",11,core/src/main/java/com/orientechnologies/orient/core/metadata/security/ORestrictedAccessHook.java
4672,-0.51546432890529,-0.1264894042048105,-0.8624073494681357,-1.0986092886726098,-1.6220969709393926,-0.7241193003010831,-0.4836350982226054,-0.7241183639106609,9.999994999180668e-07,-13.815510557964275,['Bryn Cooke' 'Matthias Broecheler' 'Dan LaRocque' 'Joshua Shinavier'],4,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/log/util/AbstractMessage.java
874,-2.5480109248416993,-2.8512289146151533,-2.944340490208337,-3.068031435364739,-3.009158802620241,-2.5314079205486104,-2.6378364392054503,-2.531409306503775,-2.708035201214709,-7.941676132672677,['Asım Arslan' 'sancar' 'Donnerbart'],3,hazelcast/src/main/java/com/hazelcast/client/impl/protocol/parameters/package-info.java
1901,-0.20404215359019096,-0.0278386885060541,-0.7088276295104967,-0.7884551603666903,-1.0527288427250652,-0.4187038525516913,-0.18503551549006808,-0.41870095695136617,9.999994999180668e-07,-6.523614983252259,"['Alwayswithme' 'Scott Mitchell' 'Leo Gomes' 'Norman Maurer' 'Trustin Lee'
 'Jestan Nirojan']",6,buffer/src/main/java/io/netty/buffer/ByteBufUtil.java
1392,-0.7766709347569056,-0.3141388521586263,-1.0320260891357795,-1.1221397146544492,-1.411177581788005,-0.9104912263151899,-0.7516206046708858,-0.9104934353916528,-0.5108239571007129,-7.941676132672677,"['Ali' 'sancar' 'Mehmet Dogan' 'ahmetmircik' 'Fuad Malikov' 'hasancelik'
 'noctarius' 'Peter Veentjer' 'Lukas Blunschi' 'lukasblu' 'Greg Luck'
 'enesakar' 'rmoquin' 'Ali Gurbuz' 'talip']",15,hazelcast/src/main/java/com/hazelcast/nio/serialization/PortableSerializer.java
2834,-1.1780552675037252,-0.8513482264088003,-1.987978482533889,-2.39788427285887,-3.3870106437063705,-1.3945688981250697,-1.209112977396788,-1.3945666982214642,-0.4054636081092894,-5.969168454937518,['lvca' 'Artem Orobets' 'henryzhao81' 'laa'],4,server/src/main/java/com/orientechnologies/orient/server/distributed/task/OFixTxTask.java
3585,-0.8493523222814121,-0.4210387655334468,-1.1094855862491018,-1.1962474505451886,-1.4491130434024269,-0.94476261453975,-0.8343875330394602,-0.9447643021874346,-0.6286067844241319,-13.815510557964275,"['Mesut Celik' 'Ali' 'Donnerbart' 'serkanozal' 'ahmetmircik'
 'Talip Ozturk' 'Fuad Malikov' 'sancar' 'Mehmet Dogan' 'sgalland' 'danny'
 'Peter Veentjer' 'Jaromir Hamala' 'Greg Luck']",14,hazelcast-client/src/test/java/com/hazelcast/client/executor/ClientExecutorServiceExecuteTest.java
4642,-1.18193875489179,-0.8277747763203803,-1.698325065197748,-1.88706304905416,-2.19631967323234,-1.4063565845336339,-1.1815716926538404,-1.4063547422849354,-0.4054636081092894,-13.815510557964275,"['lvca' 'Artem Orobets' 'laa' 'giastfader' 'l.garulli'
 'l.garulli@gmail.com']",6,core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLGrant.java
3036,-2.147516345184251,-1.4266520785054333,-2.734436212416769,-3.0445014379439197,-3.5812833846472603,-2.4267050012254074,-2.0991822022092412,-2.426702351651141,-1.2527594685014931,-13.815510557964275,['Phillip Verheyden' 'Andre Azzolini'],2,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/security/domain/AdminUserAttributeImpl.java
4553,-2.818978335194384,-3.496536219013728,-3.166778647044315,-3.4964745620109685,-2.894957813258239,-2.7186645595381638,-2.8597641060039516,-2.718664667946161,-13.815510557964275,-13.815510557964275,"['IT' ""Luigi Dell'Aquila""]",2,core/src/main/java/com/orientechnologies/orient/core/sql/parser/ORid.java
2433,-1.351116885197928,-0.9184726566482408,-2.278532094669308,-2.8033438810426583,-3.927261318114577,-1.5999319620045729,-1.375503601298205,-1.5999293254750468,-0.4054636081092894,-7.066998688987152,"['lvca' ""Luigi Dell'Aquila"" 'laa']",3,core/src/main/java/com/orientechnologies/common/concur/resource/OPartitionedObjectPool.java
2964,-0.4589522106428202,-0.11622034621693125,-0.8425515427983855,-1.0986092886726098,-1.7189462819771424,-0.6598415254261775,-0.4382174612578322,-0.6598405358702417,9.999994999180668e-07,-4.836155914888812,"['Stephen Mallette' 'Dan LaRocque' 'Matthias Broecheler'
 'Joshua Shinavier']",4,titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/VerticesMap.java
4357,-1.085950929536423,-0.4419608128242688,-1.4637917563915428,-1.6582228266173136,-2.1114343467888927,-1.2482786251368274,-1.0730642072781056,-1.2482789966184324,-0.559614037936954,-13.815510557964275,"['Phillip Verheyden' 'Jerry Ocanas' 'jefffischer' 'Elbert Bautista'
 'Brian Polster']",5,admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/common/AbstractContentService.java
777,-0.9205647779302816,-0.6221342738812994,-1.1900522461890275,-1.2762898825786493,-1.5258770740948937,-0.9924234633475292,-0.9298255702869116,-0.9924249099225084,-0.7621379091920498,-7.941676132672677,"['Mesut Celik' 'Emrah Kocaman' 'Ali' 'serkanozal' 'Mehmet Dogan'
 'hasancelik' 'Ahmet MIRCIK' 'Ali Gurbuz' 'Serdaro' 'ahmetmircik'
 'Asım Arslan' 'Talip Ozturk' 'emrahkocaman']",13,hazelcast/src/main/java/com/hazelcast/cache/impl/record/CacheRecord.java
241,-0.9843714228454836,-0.3911612075451347,-1.2838002846669943,-1.4350803252981426,-1.8537323690552727,-1.1457069539804177,-0.9566399533066156,-1.1457080584316797,-0.559614037936954,-6.905756277316967,"['Phillip Verheyden' 'Joshua Skorton' 'jefffischer' 'Brian Polster'
 'Andre Azzolini' 'Elbert Bautista']",6,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/web/rulebuilder/service/AbstractRuleBuilderFieldService.java
3615,-2.4791706042684423,-3.6777825915572655,-2.442710737177283,-2.39788427285887,-2.036552501043353,-2.395617847662697,-2.5410419873889425,-2.3956036038532003,-2.7725727223677796,-13.815510557964275,['Jakub' 'Rickard Öberg' 'Konstantin Lutovich' 'lutovich'],4,community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/log/LogRecoveryCheck.java
2595,-0.16013396447371964,-0.028122506487545808,-0.3360781264317807,-0.3610119107557511,-0.5793804069292061,-0.2265911729840421,-0.15890148509587973,-0.22659054740211765,9.999994999180668e-07,-5.681584182330849,"['laa' 'Matan Shukry' ""Luigi Dell'Aquila"" 'tglman' 'Luca Garulli' 'machak'
 'lvca' 'henryzhao81' 'Julian Neuhaus' 'enisher' 'kowalot'
 'Davide Marqu�s' 'Artem Orobets' 'w3aponx' 'MaDaPHaKa' 'Andrey Lomakin'
 'giastfader' 'Artem Loginov' 'Artem' 'l.garulli'
 'lomakin.andrey@gmail.com' 'Enisher@gmail.com' 'molino.luca@gmail.com'
 'l.garulli@gmail.com']",24,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/record/string/ORecordSerializerJSON.java
1202,-0.8328594083340061,-0.4087642194580753,-1.1612455099389485,-1.2762898825786493,-1.60138784923572,-0.9510345595829064,-0.8317142135873402,-0.9510368828262199,-0.5108239571007129,-7.2499359764887945,"['Ali' 'Emin Demirci' 'Peter Veentjer' 'Donnerbart' 'hasancelik'
 'serkanozal' 'Ali Gurbuz' 'Ahmet MIRCIK' 'Mehmet Dogan' 'Marvin Froeder'
 'ahmetmircik' 'Talip Ozturk' 'sancar']",13,hazelcast/src/main/java/com/hazelcast/map/impl/MapSplitBrainHandlerService.java
5231,-1.3359161698120472,-0.6201101724806235,-1.727261983768125,-1.88706304905416,-2.2600958853076007,-1.6294919259722591,-1.2547262317127414,-1.6294990953595538,-1.163147609810801,-13.815510557964275,"['Chris Gioran' 'Mattias Persson' 'Jacob Hansson' 'System Administrator'
 'Andres Taylor' 'Anders Nawroth']",6,community/kernel/src/main/java/org/neo4j/kernel/impl/nioneo/store/ReadOnlyIdGenerator.java
3461,-2.4554604973471306,-1.6236879972031797,-3.2872071357068653,-3.761157116618036,-4.404920237103672,-2.7228769787565503,-2.457816728607087,-2.7228827357064294,-2.0148955205703896,-13.815510557964275,['Ali' 'Peter Veentjer'],2,hazelcast/src/main/java/com/hazelcast/spi/impl/operationservice/impl/operations/PartitionIteratingOperation.java
3308,-3.2883750878759246,-2.438183564261297,-4.748024823586102,-13.815510557964275,-5.759434292868008,-3.7134480914929267,-3.1934448561414968,-3.7134464742549382,-2.7725727223677796,-13.815510557964275,['Anders Nawroth'],1,community/shell/src/main/java/org/neo4j/shell/apps/extra/JshExecutor.java
3672,-2.492963760687396,-1.8293967378966167,-3.134289482267542,-3.4964745620109685,-3.783031035513882,-2.7737101999993454,-2.458660081923436,-2.7737123633071707,-2.079433541711836,-13.815510557964275,['Alistair Jones' 'Mattias Persson'],2,community/kernel/src/test/java/org/neo4j/test/TestLabels.java
571,-1.6889445615833851,-0.7885978087593082,-2.1203022379232834,-2.3513647572186023,-2.859761674687573,-1.9508239411186608,-1.682972980141051,-1.9508335545978068,-0.8472955270565926,-6.905756277316967,['Andre Azzolini' 'Brian Polster' 'Jeff Fischer'],3,core/broadleaf-profile/src/main/java/org/broadleafcommerce/profile/core/service/type/CustomerAddressType.java
3162,-1.9774206852638812,-1.194961546215402,-2.828411669629576,-3.4964745620109685,-3.9554985826402658,-2.2998377267661785,-1.9716303587285156,-2.299835377489575,-1.0986092886726098,-13.815510557964275,['lvca' 'l.garulli'],2,core/src/main/java/com/orientechnologies/orient/core/exception/OTransactionException.java
1963,-0.8381547168173051,-0.6187237296817261,-1.396912183598944,-1.7047425922535502,-1.4574349270928053,-0.9840547354845536,-0.8159805197645718,-0.9840527461561382,-0.6931451805619453,-7.216081359737848,['Jestan Nirojan' 'Trustin Lee' 'Frédéric Brégier'],3,codec-http/src/main/java/io/netty/handler/codec/http/MixedAttribute.java
5645,-1.980463577993188,-1.1942858065875996,-2.6438113964870222,-3.0445014379439197,-3.7672129940895753,-2.275164753543252,-1.9408304403922647,-2.2751608621410413,-1.2527594685014931,-13.815510557964275,['Phillip Verheyden' 'jefffischer'],2,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/provider/extension/RuleFieldPersistenceProviderExtensionHandler.java
3403,-2.169475578957426,-1.7288468240037684,-2.6241913018922145,-2.8033438810426583,-3.0153105786387124,-2.3604261315745916,-2.148773580259625,-2.3604201871676853,-1.6739711002525604,-13.815510557964275,['Mattias Persson' 'Chris Vest' 'Davide Grohmann'],3,community/kernel/src/main/java/org/neo4j/unsafe/impl/batchimport/PropertyEncoderStep.java
226,-0.3896655147436352,-0.17425073667906496,-0.5058403674061139,-0.559614037936954,-0.7003921954184091,-0.4414401341665476,-0.3821545987058308,-0.4414401743763564,-0.1541495131612722,-5.114828823280085,"['Phillip Verheyden' 'johnsebastian' 'Philip Baggett' 'Chris Kittrell'
 'jefffischer' 'Kelly Tisdell' 'Andre Azzolini' 'Brian Polster'
 'Elbert Bautista' 'Joshua Skorton' 'Jerry Ocanas' 'Chad Harchar'
 'Priyesh Patel']",13,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/web/controller/entity/AdminBasicEntityController.java
2764,-0.6239933463718603,-0.5592984785309466,-0.9994482598122736,-1.0986092886726098,-1.4952089986916597,-0.76360397214678,-0.6280080598078862,-0.7636026543125798,-0.4054636081092894,-7.066998688987152,"['tglman' 'lvca' ""Luigi Dell'Aquila"" 'Ilia Naryzhny' 'enisher'
 'Artem Orobets' 'laa' 'Andrey Lomakin' 'Enisher@gmail.com'
 'lomakin.andrey@gmail.com' 'l.garulli' 'l.garulli@gmail.com']",12,enterprise/src/main/java/com/orientechnologies/orient/enterprise/channel/binary/OChannelBinary.java
3820,-0.4700020292470155,-0.11507522515753695,-0.8460619060317169,-1.0986092886726098,-1.74023218761091,-0.6812523394986342,-0.4449437055074636,-0.6812513356289605,9.999994999180668e-07,-13.815510557964275,['Joshua Shinavier' 'Dan LaRocque' 'Matthias Broecheler' 'Pavel Yaskevich'],4,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/keyvalue/KeyValueStore.java
3845,-4.042994269458989,-4.271948757072861,-5.697698814144941,-13.815510557964275,-4.529690142799509,-3.930632092660397,-4.288097067690242,-3.930634349365815,-13.815510557964275,-13.815510557964275,['Asım Arslan'],1,hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/cache/AbstractCacheMessageTask.java
3574,-2.4554604973471306,-1.6236879972031797,-3.2872071357068653,-3.761157116618036,-4.404920237103672,-2.7228769787565503,-2.457816728607087,-2.7228827357064294,-2.0148955205703896,-13.815510557964275,['Ali' 'Peter Veentjer'],2,hazelcast/src/main/java/com/hazelcast/collection/impl/queue/QueueDataSerializerHook.java
5211,-2.859003783719797,-1.6902101655958044,-4.2310463509742124,-13.815510557964275,-7.436123524317019,-3.3522410064000083,-2.806747757917498,-3.3522326141789898,-1.945903149079813,-13.815510557964275,['Phillip Verheyden'],1,core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/rating/domain/ReviewDetailImpl.java
913,-2.5480109248416993,-2.784480484759284,-2.944340490208337,-3.068031435364739,-3.0534173624597623,-2.5450884689907323,-2.6281852534968486,-2.5450896240379857,-2.708035201214709,-7.941676132672677,['Asım Arslan' 'sancar' 'Emrah Kocaman'],3,hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/atomicreference/AtomicReferenceAlterAndGetMessageTask.java
4810,-2.28662958307914,-1.9588903352723777,-2.659151254833091,-2.8033438810426583,-2.744099030538563,-2.4398212499605094,-2.2895262276116815,-2.4398141748072444,-2.079433541711836,-13.815510557964275,['Mattias Persson' 'lutovich' 'Davide Grohmann'],3,community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/state/PropertyLoader.java
2263,-0.4179377635060416,-0.06707321920035397,-1.563982514964734,-2.39788427285887,-4.318000999040237,-0.7379732646274119,-0.380652445093125,-0.7379687507066384,9.999994999180668e-07,-5.4254568216002514,['Norman Maurer' 'Trustin Lee'],2,transport-native-epoll/src/main/java/io/netty/channel/epoll/AbstractEpollChannel.java
3045,-3.5898725064419685,-2.1983068285053227,-4.995894189490243,-13.815510557964275,-4.472935733384928,-4.293096339873936,-3.6757764340731542,-4.2931509705209905,-1.945903149079813,-13.815510557964275,['Jeff Fischer'],1,BroadleafCommerce/core/BroadleafCommerceFramework/src/main/java/org/broadleafcommerce/core/rating/service/RatingServiceImpl.java
2776,-1.2095538306254547,-0.8957010967464248,-1.8205113035510967,-2.110204950380621,-2.431633413527285,-1.3867544423351699,-1.2350039694245287,-1.386752683037575,-0.4054636081092894,-6.374437992045205,['lvca' 'Artem Orobets' 'laa' 'giastfader' 'Artem Loginov'],5,graphdb/src/main/java/com/orientechnologies/orient/graph/sql/functions/OSQLFunctionBoth.java
1317,-1.0011034298388075,-0.3752389550271515,-1.4110215968426494,-1.5639707605909787,-1.9641847539971304,-1.184275051049364,-0.983953927894648,-1.1842784368131585,-0.5108239571007129,-6.55749305120803,"['enesakar' 'Ollie' 'serkanozal' 'Ali' 'Emin Demirci' 'ahmetmircik'
 'Mehmet Dogan' 'noctarius' 'Ali Gurbuz' 'Peter Veentjer']",10,hazelcast/src/main/java/com/hazelcast/mapreduce/impl/operation/StartProcessingJobOperation.java
3146,-3.2351031633664418,-2.1122880500980967,-4.727255156754984,-13.815510557964275,-6.168465822036367,-3.5452513956815688,-3.226571946215657,-3.5452590199423373,-2.708035201214709,-13.815510557964275,['Peter Veentjer'],1,hazelcast/src/test/java/com/hazelcast/internal/metrics/metricsets/GarbageCollectionMetricSetTest.java
1659,-1.9549803034015911,-1.576391508095747,-2.6146981828714577,-2.995712273753988,-3.3935820724153136,-2.1743212855000817,-1.978672994051326,-2.1743258705969186,-1.3862903611278907,-6.030269346765274,['t00thpick1' 'GJ'],2,src/main/java/com/gmail/nossr50/commands/experience/ConvertExperienceCommand.java
5394,-0.4102828872988725,-0.09995046779059512,-0.5214115764219902,-0.5877848649037389,-0.772857979157432,-0.5012940494597229,-0.4028578077692352,-0.5012946773113768,-0.28768073911933645,-13.815510557964275,"['Victor Woeltjen' 'harleigh' 'VWoeltjen' 'Christopher Webster'
 'DanBerrios' 'Dan Berrios']",6,platform/src/main/java/gov/nasa/arc/mct/gui/menu/NewObjectAction.java
4919,-1.2873200204904758,-0.811956014991372,-1.5363525253768993,-1.6582228266173136,-1.9368970163176065,-1.4399128722313903,-1.265182720996422,-1.4399159727637982,-0.8472955270565926,-13.815510557964275,"['Phillip Verheyden' 'Elbert Bautista' 'Priyesh Patel' 'jefffischer'
 'Jeff Fischer']",5,common/src/main/java/org/broadleafcommerce/common/presentation/ConfigurationItem.java
3918,-1.0660861929667664,-0.634793232302562,-2.484772033095374,-13.815510557964275,-5.095469164593216,-1.4103072879877017,-1.0141435315410845,-1.4103026532257137,-0.6931451805619453,-13.815510557964275,['Trustin Lee'],1,handler/src/main/java/io/netty/handler/execution/ChannelEventRunnableFilter.java
4259,-3.5898725064419685,-2.1983068285053227,-4.995894189490243,-13.815510557964275,-4.472935733384928,-4.293096339873936,-3.6757764340731542,-4.2931509705209905,-1.945903149079813,-13.815510557964275,['Jeff Fischer'],1,BroadleafCommerce/core/BroadleafCommerceFramework/src/main/java/org/broadleafcommerce/core/order/domain/Order.java
4805,-1.5314717459750835,-0.8717979381669645,-1.974966339127632,-2.151753603296442,-2.5024722061732025,-1.6984198239848016,-1.5146962201584833,-1.6984230446853177,-1.0986092886726098,-13.815510557964275,['lukasblu' 'sancar' 'Enes Akar' 'hasancelik' 'Mehmet Dogan' 'Ali Gurbuz'],6,hazelcast/src/main/java/com/hazelcast/config/ItemListenerConfigReadOnly.java
2098,-1.0660861929667664,-0.634793232302562,-2.484772033095374,-13.815510557964275,-5.095469164593216,-1.4103072879877017,-1.0141435315410845,-1.4103026532257137,-0.6931451805619453,-7.216081359737848,['Trustin Lee'],1,common/src/main/java/io/netty/util/concurrent/FastThreadLocalThread.java
4159,-1.0660861929667664,-0.634793232302562,-2.484772033095374,-13.815510557964275,-5.095469164593216,-1.4103072879877017,-1.0141435315410845,-1.4103026532257137,-0.6931451805619453,-13.815510557964275,['Trustin Lee'],1,codec/src/main/java/io/netty/handler/codec/compression/SnappyFrameDecoder.java
