,no_of_nodes,no_of_edges,average_degree,average_clustering_coefficient,diameter,radius,powerlaw_exponent
41,144.00000000000003,355.00000000000017,4.913330085488981,0.5859668542102573,4,2,2.1804249066205403
42,144.99999999999997,880.0000000000001,12.183383912278533,0.7742351485311832,5,3,3.287629642303856
43,156.0,619.0000000000002,7.934897171583026,0.7269592234096592,4,2,2.9475688800738684
44,170.99999999999991,586.0000000000002,6.847768792592142,0.6578251009832023,4,2,2.615459888336414
45,171.99999999999991,1169.0000000000002,13.628504144788144,0.839344401495729,3,2,3.0111320451490697
46,175.0,616.9999999999998,7.057177313113307,0.7005270748468181,5,3,2.451546255984709
47,179.00000000000009,743.9999999999997,8.305435235878182,0.7337734127836986,5,3,2.439713143802036
48,179.00000000000009,612.0000000000002,6.854714941183832,0.63811966222115,6,3,3.4573451157420902
49,179.99999999999997,732.9999999999997,8.132896705655204,0.7450191151465122,4,2,3.5692369979887517
50,181.00000000000003,795.9999999999997,8.794440408019206,0.685139959184812,6,3,4.739645483400217
51,187.00000000000003,724.9999999999997,7.736279936923842,0.7300336473657528,5,3,2.8536804323310667
52,188.00000000000009,647.9999999999999,6.87768124079216,0.7382965970704081,3,2,2.6413981963097903
53,200.00000000000003,798.9999999999997,7.994172104299245,0.7623526637841321,5,3,2.9074208626739173
54,204.0,1192.0000000000005,11.665708059805098,0.8111513268101752,5,3,2.4701788553015818
55,209.99999999999991,922.9999999999997,8.774809345598264,0.7468112073874348,4,2,3.388945227214829
56,209.99999999999991,867.0000000000001,8.264380574862104,0.7134947054572227,5,3,3.3275852637785444
57,212.00000000000009,658.0000000000002,6.20829996168854,0.6788643287483377,5,3,3.88461984640336
58,215.00000000000003,1011.0000000000003,9.40581911459487,0.6957053506158363,6,3,3.0094103331796207
59,217.99999999999991,1634.0000000000002,15.014234156791069,0.8066218338942477,5,3,2.6757405640681977
60,217.99999999999991,2268.0,20.792659850814797,0.7453456698360049,4,2,2.579360730746153
61,224.0,1847.0,16.523850005149527,0.7094199466925366,3,2,2.2688420691542737
62,229.0,1265.0,11.071471603408662,0.8121506886749782,4,2,3.749930975143681
63,232.99999999999997,1670.0,14.338006695705175,0.7784037646132617,2,1,3.25207673723236
64,235.0,1469.9999999999998,12.487897242872787,0.7289968703672512,5,3,2.8520840782024686
65,235.0,1506.0000000000002,12.79430220243342,0.7636256190655186,4,2,2.2941983936842694
66,239.99999999999997,972.0,8.101203841165532,0.7410210782373278,4,2,2.6525843606734067
67,246.00000000000009,1220.0000000000005,9.905043862446405,0.7413826647515629,4,2,3.6440138249698606
68,247.00000000000003,1497.0,12.121095747376009,0.7356500919646998,4,2,2.085973830308458
69,249.0,2040.0,16.417745864861182,0.8073434709101895,3,2,5.184024049806292
70,250.99999999999991,1435.0,11.419818807101436,0.7652917182575129,5,3,3.1686609930885963
71,250.99999999999991,1611.9999999999993,12.847952552912025,0.7866394506903023,4,2,2.9190444240505533
72,254.99999999999991,2075.9999999999995,16.267402257400988,0.7888548465711316,4,2,3.60971594333845
73,257.00000000000006,2771.0000000000005,21.56955014607248,0.7239171384579187,4,2,3.0577237763591834
74,257.00000000000006,2031.9999999999984,15.813621753271446,0.7333933337183793,5,3,2.384694368089529
75,259.99999999999994,1256.0,9.652991891101145,0.7216869941928715,4,2,3.042653436147023
76,274.0,2022.0000000000007,14.755854046059921,0.6887256003141278,5,3,4.569627293949951
77,276.0,1622.0,11.75688520270698,0.8257397355414544,4,2,2.182332819045904
78,277.00000000000006,2786.9999999999986,20.13173761499223,0.8317256725815022,4,2,2.841948047813488
79,288.99999999999994,1871.0,12.941943677546918,0.7194243819527135,5,3,3.656837654313647
80,291.00000000000006,1247.0000000000002,8.559408247426129,0.7751967690466603,5,3,2.255889914602613
81,309.99999999999994,1977.9999999999993,12.739442419871388,0.8108797360628122,5,3,2.26045850300206
82,312.00000000000006,1573.9999999999993,10.091740568641253,0.7335949560164805,4,2,2.0478864571892914
83,317.0000000000001,2135.9999999999995,13.467485860151946,0.7902226508981931,4,2,2.6917353332190244
84,319.9999999999999,2392.0000000000005,14.968435677043937,0.7621295902545188,6,3,6.367037543052707
85,323.99999999999994,2625.999999999999,16.20826812120565,0.7416684480054476,6,4,3.0003897950776537
86,330.00000000000006,3156.9999999999995,19.1154241416969,0.8328569869854233,5,3,3.2665640054641925
87,336.00000000000006,1789.000000000001,10.643781837929508,0.7643518126912281,5,3,2.4162602862251057
88,343.99999999999983,4382.0,25.478287580328146,0.7749467945278119,6,3,2.6453360232596266
89,346.00000000000017,3040.9999999999986,17.595911072781018,0.7124688898551502,4,2,2.732738234868576
90,348.99999999999983,2673.999999999999,15.328017227668257,0.7938947681783206,4,2,2.5411564989004574
91,362.00000000000006,3174.9999999999986,17.52350726738022,0.7471933391113826,4,2,4.276098379871209
92,365.99999999999983,2930.0000000000014,16.023673646023074,0.7569431320917553,5,3,3.5011742428726045
93,374.00000000000017,2770.0000000000005,14.804964603825033,0.7478688261751895,5,3,2.9037024625596546
94,375.99999999999983,3429.0,18.243456238278057,0.8020554572425033,5,3,4.2678996368442546
95,375.99999999999983,6950.999999999999,36.98710668854585,0.7668601687840966,5,3,2.7782688645722193
96,380.0,5277.999999999998,27.781882636445786,0.7684080669241584,4,2,2.98287044521502
97,397.00000000000017,5258.000000000003,26.504759322209487,0.7731420245938165,4,2,2.143430826571987
98,414.99999999999983,2499.9999999999995,12.031851707443113,0.7075822436078104,4,2,3.425801534765226
99,416.0,4176.000000000001,20.09677222346509,0.8359735074170874,5,3,3.4886142183788644
